0,5663,6220,5
0,2546,585,1
0,940,2590,3
0,6459,661,6
0,5703,3457,8
0,501,5693,6
0,5740,6986,6
0,1052,1796,1
0,3377,6751,2
0,1577,1538,5
0,198,917,1
0,58,4537,1
0,5914,5071,1
0,4240,2506,1
0,4912,492,4
0,999,4725,1
0,256,922,3
0,5265,750,3
0,3883,6377,10
0,3030,5129,3
0,3314,4696,5
0,1529,2925,1
0,5258,6971,6
0,1249,4935,3
0,6211,3795,4
0,2991,5816,1
0,1577,5765,1
0,3576,9,1
0,201,6869,1
0,4395,750,1
0,3903,370,2
0,1810,5360,11
0,6552,4434,3
0,4358,2974,1
0,999,2342,2
0,5576,5154,3
0,5031,3931,1
0,2898,1656,8
0,2481,530,5
0,3482,3555,3
0,1786,1914,3
0,1939,3957,1
0,5194,256,5
0,2799,4848,2
0,3366,1080,1
0,3814,783,6
0,3420,897,1
0,4074,4839,3
0,193,3694,1
0,4496,1258,2
0,4450,1268,1
0,1777,449,4
0,5532,6813,3
0,5845,2348,2
0,3776,5292,4
0,6417,5360,4
0,2375,6707,1
0,4218,2218,6
0,2430,5797,1
0,6321,1015,1
0,5841,2390,2
0,3739,4137,1
0,1708,3175,9
0,1496,5894,3
0,3245,3970,1
0,1467,4752,5
0,1804,717,2
0,653,5982,3
0,4244,4820,1
0,3363,2609,2
0,282,5792,10
0,5506,3711,1
0,665,1255,1
0,291,1013,1
0,873,5001,5
0,607,566,3
0,4459,2834,12
0,5547,4963,1
0,2799,5130,5
0,2853,2800,1
0,3340,4123,3
0,4969,383,1
0,455,2550,5
0,1538,5130,1
0,5536,2055,1
0,3377,2332,8
0,4896,2928,1
0,930,3198,3
0,2799,3846,4
0,6543,3362,1
0,347,4985,3
0,804,6324,10
0,734,536,9
0,6026,6379,1
0,2852,6474,6
0,6942,585,17
0,1993,48,3
0,6381,1153,3
0,6535,272,2
0,6430,5538,3
0,6267,4131,5
0,234,4553,3
0,3747,1245,3
0,6283,61,4
0,6348,3045,3
0,1379,728,3
0,6951,4892,1
0,4704,2158,1
0,6211,6654,4
0,3675,2907,4
0,585,4460,1
0,803,2511,4
0,2142,3203,1
0,6302,5447,1
0,919,1714,1
0,1329,3880,11
0,606,4362,3
0,2481,3371,1
0,6949,1052,5
0,551,2937,1
0,6531,6775,1
0,58,750,1
0,6521,3996,1
0,4324,2928,7
0,2361,5538,2
0,5388,3591,1
0,1059,4214,1
0,370,1758,1
0,5755,1439,3
0,4420,6735,7
0,5342,6157,2
0,5018,750,2
0,6117,6204,6
0,1502,1040,3
0,5361,6754,3
0,4847,5743,1
0,6161,1744,1
0,6700,1140,10
0,5871,4075,7
0,1157,3250,4
0,2415,3373,5
0,4135,2457,3
0,6627,5342,1
0,3695,2928,4
0,6979,6842,1
0,3539,3866,2
0,6480,1694,4
0,3650,1080,4
0,2268,1146,1
0,1998,1639,3
0,6292,1174,1
0,5042,249,1
0,4731,2896,2
0,4847,3811,5
0,5018,890,2
0,2388,3390,8
0,6364,4011,6
0,2847,4458,3
0,5136,270,1
0,192,4807,11
0,2687,4871,2
0,3474,1692,4
0,1379,577,10
0,3591,3846,2
0,2636,5359,8
0,5687,5596,4
0,4462,454,1
0,5258,6979,1
0,559,5973,3
0,5360,2928,1
0,2137,1031,1
0,6862,2087,1
0,2342,5644,1
0,6480,4860,1
0,4792,4077,2
0,5295,1920,2
0,6949,1796,3
0,4283,5077,5
0,6491,2963,2
0,714,1516,1
0,6348,2110,8
0,2687,6896,2
0,3417,5804,3
0,5750,4679,1
0,3574,3346,1
0,2640,711,1
0,3369,6681,4
0,2024,5721,3
0,3368,119,2
0,5031,6548,1
0,811,3663,5
0,84,1562,1
0,439,224,8
0,2592,5878,8
0,6377,4685,2
0,1755,2967,7
0,2388,5370,3
0,5476,5246,1
0,5099,870,1
0,1190,6635,1
0,770,5579,2
0,3014,6451,4
0,2873,5468,3
0,5750,6883,2
0,6724,5785,1
0,6851,161,5
0,5834,2548,4
0,1643,1348,3
0,2206,2421,1
0,3029,6921,3
0,1992,722,1
0,3362,2275,1
0,4225,3047,1
0,3713,5858,2
0,6402,5465,1
0,261,5902,1
0,842,4350,3
0,967,3084,7
0,6424,6252,1
0,497,1046,1
0,4617,4523,8
0,4515,4918,5
0,389,6708,1
0,4661,5973,3
0,287,3966,1
0,5750,1730,4
0,3739,680,2
0,624,4290,3
0,3203,568,1
0,3371,5091,6
0,3286,2847,2
0,1947,2659,3
0,4918,4610,5
0,1847,2442,1
0,373,34,5
0,6225,1627,3
0,569,5434,1
0,4429,3392,5
0,2834,1135,4
0,658,2698,1
0,172,5181,2
0,4630,6436,1
0,5865,397,1
0,1052,3714,1
0,6054,4216,2
0,6268,3386,2
0,338,3682,3
0,6568,2004,6
0,3811,1914,1
0,637,2695,2
0,581,1904,4
0,1654,1840,1
0,702,2747,4
0,4654,5456,3
0,3597,637,1
0,5858,2481,7
0,1631,6130,2
0,4781,4909,7
0,3323,1536,1
0,3076,201,26
0,5682,6210,1
0,3806,3712,1
0,5059,5582,2
0,790,2035,1
0,1429,1990,2
0,6235,5279,5
0,3955,940,1
0,1451,3116,1
0,4983,177,1
0,1017,5976,13
0,6395,4222,2
0,3262,1315,3
0,6263,4540,1
0,1637,5018,3
0,3474,3945,3
0,4459,4912,1
0,136,257,1
0,4572,2282,3
0,4942,1758,1
0,4957,5678,7
0,5162,6813,4
0,136,6226,3
0,4928,521,3
0,3903,3466,2
0,2334,3074,1
0,6700,2171,1
0,1540,2928,3
0,56,6967,1
0,2975,5843,4
0,695,2616,3
0,904,626,4
0,1914,2644,3
0,4690,2928,3
0,4049,2358,3
0,3598,2863,10
0,1215,6169,4
0,2509,1495,4
0,307,1713,4
0,3516,343,6
0,1960,5661,2
0,1676,40,2
0,5703,2949,3
0,399,5414,1
0,4886,1588,1
0,4601,784,2
0,2727,2332,2
0,593,6181,2
0,2208,2949,1
0,6465,370,6
0,4630,4813,1
0,1329,5402,5
0,224,945,2
0,3425,4011,2
0,3176,3084,5
0,3448,6394,4
0,1257,4828,6
0,5277,5004,4
0,3875,4034,1
0,311,4480,2
0,6230,4041,3
0,6517,3848,2
0,6127,2571,6
0,1208,6776,1
0,3621,1488,5
0,360,2949,4
0,1975,4787,1
0,723,5360,3
0,6369,430,3
0,3314,4378,1
0,4729,639,2
0,3247,2833,1
0,2063,3762,1
0,2199,5071,1
0,5837,6328,6
0,3955,4143,1
0,5307,1525,1
0,545,6048,3
0,3076,6796,1
0,6050,6147,1
0,5685,1253,1
0,4256,1357,1
0,6211,2137,1
0,551,6043,1
0,2111,5576,5
0,4280,3952,1
0,3854,3567,1
0,3883,52,10
0,4601,5031,4
0,3014,407,18
0,389,2997,2
0,3923,4216,2
0,6599,378,2
0,2289,670,1
0,3689,202,2
0,1755,2996,1
0,1538,5895,3
0,3303,370,1
0,5784,4031,2
0,3720,6054,4
0,2371,482,1
0,3018,2644,3
0,2676,3611,1
0,6453,1165,1
0,5995,3714,3
0,58,6606,3
0,5171,2506,5
0,3545,2420,1
0,3412,2971,1
0,4190,4978,1
0,6966,6025,1
0,192,1943,6
0,930,2782,5
0,5837,2134,3
0,2901,4253,2
0,208,4572,4
0,4743,4889,1
0,6424,1921,1
0,384,349,1
0,862,3753,1
0,1640,5717,3
0,1656,1699,2
0,5348,3984,1
0,2121,5461,1
0,4515,5499,5
0,4496,6613,3
0,5753,6453,5
0,3560,5511,4
0,4847,2714,4
0,329,5291,2
0,5031,32,5
0,2403,6534,2
0,4459,6275,5
0,4638,6142,6
0,38,4713,1
0,3480,4515,4
0,6751,5127,1
0,558,3045,3
0,5051,2810,1
0,6395,6355,1
0,240,2753,7
0,2371,6373,1
0,4043,851,5
0,4776,2458,1
0,548,3854,3
0,69,6368,4
0,4295,1817,1
0,955,195,1
0,2898,6645,4
0,38,3644,1
0,6617,4011,1
0,3030,1840,1
0,2873,2390,5
0,1054,5145,2
0,6116,2648,2
0,5667,4014,1
0,5963,4618,4
0,665,1840,2
0,654,5177,1
0,4179,3392,2
0,4578,5934,1
0,1379,6124,1
0,6062,6804,3
0,5040,5973,3
0,3539,6745,12
0,325,2949,3
0,5647,5824,1
0,6455,5114,4
0,4630,3075,2
0,192,6067,1
0,3396,6057,1
0,4010,4256,1
0,1633,5054,2
0,892,5878,2
0,271,1354,1
0,6157,3375,1
0,647,3779,1
0,904,1479,3
0,636,5354,1
0,3553,2289,3
0,3806,658,4
0,6400,6918,2
0,668,5574,1
0,5019,5591,6
0,3541,4728,3
